,Indicador,Data,Suavizada,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
14826,IPCA,2022-09-20,N,4.8513,4.8808,0.5459,3.5633,6.3768,89.0,1
14827,IPCA,2022-09-20,S,5.0245,5.069,0.5296,3.6403,6.4006,89.0,1
14828,IPCA,2022-09-20,N,5.0272,4.9862,0.6345,3.5633,6.9181,133.0,0
14829,IPCA,2022-09-20,S,5.176,5.159,0.593,3.6403,6.8382,133.0,0
14830,IPCA,2022-09-21,N,4.8572,4.8808,0.5562,3.5633,6.3768,89.0,1
14831,IPCA,2022-09-21,S,5.0444,5.0759,0.5387,3.6387,6.4026,89.0,1
14832,IPCA,2022-09-21,N,5.0245,4.9862,0.6312,3.5633,6.9181,133.0,0
14833,IPCA,2022-09-21,S,5.1864,5.1778,0.5875,3.6387,6.8316,133.0,0
14834,IPCA,2022-09-22,N,4.8212,4.8313,0.5241,3.6157,5.8572,88.0,1
14835,IPCA,2022-09-22,S,5.0233,5.0472,0.5101,3.637,5.9944,88.0,1
14836,IPCA,2022-09-22,N,4.9966,4.9572,0.6093,3.6157,6.9181,133.0,0
14837,IPCA,2022-09-22,S,5.1721,5.1733,0.5651,3.637,6.8249,133.0,0
14838,IPCA,2022-09-23,N,4.7435,4.6987,0.5742,3.1311,6.3501,85.0,1
14839,IPCA,2022-09-23,S,4.9704,4.9586,0.56,3.3972,6.6262,85.0,1
14840,IPCA,2022-09-23,N,4.8923,4.8242,0.6172,3.1311,6.9181,134.0,0
14841,IPCA,2022-09-23,S,5.0945,5.0875,0.5744,3.3972,6.8183,134.0,0
14842,IPCA,2022-09-26,N,4.7081,4.691,0.5526,3.1311,6.3501,88.0,1
14843,IPCA,2022-09-26,S,4.9894,4.9963,0.5468,3.4505,6.7001,88.0,1
14844,IPCA,2022-09-26,N,4.8725,4.8199,0.6109,3.1311,6.9181,132.0,0
14845,IPCA,2022-09-26,S,5.1222,5.1206,0.5675,3.4505,6.7983,132.0,0
14846,IPCA,2022-09-27,N,4.7025,4.7191,0.553,3.1311,6.3501,91.0,1
14847,IPCA,2022-09-27,S,5.0067,5.0239,0.551,3.4683,6.7247,91.0,1
14848,IPCA,2022-09-27,N,4.8528,4.8076,0.6025,3.1311,6.9181,133.0,0
14849,IPCA,2022-09-27,S,5.1235,5.1173,0.563,3.4683,6.7917,133.0,0
14850,IPCA,2022-09-28,N,4.6648,4.6787,0.5473,3.1311,6.3501,92.0,1
14851,IPCA,2022-09-28,S,4.9955,5.0326,0.5459,3.486,6.7494,92.0,1
14852,IPCA,2022-09-28,N,4.8357,4.7992,0.6127,3.1311,6.9181,133.0,0
14853,IPCA,2022-09-28,S,5.129,5.1171,0.5679,3.486,6.785,133.0,0
14854,IPCA,2022-09-29,N,4.6597,4.6708,0.5508,3.1311,6.3501,90.0,1
14855,IPCA,2022-09-29,S,5.0146,5.0504,0.5489,3.5038,6.774,90.0,1
14856,IPCA,2022-09-29,N,4.8023,4.7812,0.6039,3.1311,6.9181,131.0,0
14857,IPCA,2022-09-29,S,5.123,5.1228,0.565,3.5038,6.7784,131.0,0
14858,IPCA,2022-09-30,N,4.5734,4.6104,0.5486,2.8428,6.1511,60.0,1
14859,IPCA,2022-09-30,S,4.9944,5.0564,0.563,3.3389,6.7433,60.0,1
14860,IPCA,2022-09-30,N,4.7351,4.7468,0.5899,2.8428,6.9181,131.0,0
14861,IPCA,2022-09-30,S,5.0957,5.0914,0.55,3.3389,6.7718,131.0,0
14862,IPCA,2022-10-03,N,4.5519,4.6005,0.6316,2.7646,6.2781,63.0,1
14863,IPCA,2022-10-03,S,5.0461,5.0958,0.6298,3.0862,6.8243,63.0,1
14864,IPCA,2022-10-03,N,4.7135,4.7324,0.6179,2.7646,6.9181,130.0,0
14865,IPCA,2022-10-03,S,5.1341,5.143,0.5671,3.0862,6.8243,130.0,0
14866,IPCA,2022-10-04,N,4.5408,4.6005,0.6398,2.7646,6.2781,61.0,1
14867,IPCA,2022-10-04,S,5.0581,5.1149,0.6381,3.0991,6.8513,61.0,1
14868,IPCA,2022-10-04,N,4.7106,4.7025,0.6194,2.7646,6.9181,130.0,0
14869,IPCA,2022-10-04,S,5.148,5.1623,0.5669,3.0991,6.8513,130.0,0
14870,IPCA,2022-10-05,N,4.5678,4.6151,0.636,2.7646,6.2781,60.0,1
14871,IPCA,2022-10-05,S,5.1015,5.1487,0.6351,3.112,6.8783,60.0,1
14872,IPCA,2022-10-05,N,4.71,4.7025,0.6185,2.7646,6.9181,130.0,0
14873,IPCA,2022-10-05,S,5.1652,5.1765,0.5648,3.112,6.8783,130.0,0
14874,IPCA,2022-10-06,N,4.5832,4.6206,0.6361,2.7646,6.2781,59.0,1
14875,IPCA,2022-10-06,S,5.1265,5.153,0.6385,3.1249,6.9054,59.0,1
14876,IPCA,2022-10-06,N,4.7016,4.6858,0.6165,2.7646,6.9181,129.0,0
14877,IPCA,2022-10-06,S,5.1752,5.1932,0.5621,3.1249,6.9054,129.0,0
14878,IPCA,2022-10-07,N,4.4574,4.5785,0.6946,2.751,6.2781,47.0,1
14879,IPCA,2022-10-07,S,5.0403,5.0754,0.7114,3.1378,6.9058,47.0,1
14880,IPCA,2022-10-07,N,4.6725,4.6573,0.6203,2.751,6.9181,130.0,0
14881,IPCA,2022-10-07,S,5.1722,5.2008,0.5677,3.1378,6.9058,130.0,0
14882,IPCA,2022-10-10,N,4.5239,4.5219,0.702,2.751,6.2781,48.0,1
14883,IPCA,2022-10-10,S,5.1633,5.1776,0.6969,3.1765,6.992,48.0,1
14884,IPCA,2022-10-10,N,4.6492,4.6503,0.5984,2.751,6.3501,130.0,0
14885,IPCA,2022-10-10,S,5.214,5.2351,0.5495,3.1765,6.992,130.0,0
14886,IPCA,2022-10-11,N,5.1155,5.0949,0.6808,3.247,6.992,56.0,1
14887,IPCA,2022-10-11,S,5.1183,5.0937,0.6789,3.2504,6.9991,56.0,1
14888,IPCA,2022-10-11,N,5.2046,5.2295,0.5516,3.247,6.992,131.0,0
14889,IPCA,2022-10-11,S,5.2063,5.2362,0.5497,3.2504,6.9991,131.0,0
14890,IPCA,2022-10-13,N,5.0984,5.0819,0.6757,3.247,6.992,59.0,1
14891,IPCA,2022-10-13,S,5.1057,5.0736,0.6709,3.2573,7.0133,59.0,1
14892,IPCA,2022-10-13,N,5.1913,5.2194,0.557,3.247,6.992,127.0,0
14893,IPCA,2022-10-13,S,5.1968,5.2372,0.5519,3.2573,7.0133,127.0,0
14894,IPCA,2022-10-14,N,5.1103,5.0819,0.6636,3.1536,7.035,71.0,1
14895,IPCA,2022-10-14,S,5.1171,5.0708,0.6573,3.181,7.0549,71.0,1
14896,IPCA,2022-10-14,N,5.1822,5.2097,0.5775,3.1536,7.035,131.0,0
14897,IPCA,2022-10-14,S,5.1885,5.2405,0.571,3.181,7.0549,131.0,0
14898,IPCA,2022-10-17,N,5.0726,5.051,0.6385,3.1536,7.035,65.0,1
14899,IPCA,2022-10-17,S,5.0841,5.0728,0.6323,3.2016,7.0698,65.0,1
14900,IPCA,2022-10-17,N,5.163,5.1345,0.5756,3.1536,7.035,126.0,0
14901,IPCA,2022-10-17,S,5.1742,5.1606,0.5656,3.2016,7.0698,126.0,0
14902,IPCA,2022-10-18,N,5.072,5.0516,0.6247,3.1536,7.035,64.0,1
14903,IPCA,2022-10-18,S,5.0808,5.0699,0.6157,3.2084,7.0747,64.0,1
14904,IPCA,2022-10-18,N,5.1657,5.1345,0.5669,3.1536,7.035,128.0,0
14905,IPCA,2022-10-18,S,5.1778,5.1664,0.5561,3.2084,7.0747,128.0,0
14906,IPCA,2022-10-19,N,5.0904,5.0952,0.6346,3.1536,7.035,58.0,1
14907,IPCA,2022-10-19,S,5.1015,5.1037,0.6268,3.2153,7.0797,58.0,1
14908,IPCA,2022-10-19,N,5.1633,5.145,0.5642,3.1536,7.035,129.0,0
14909,IPCA,2022-10-19,S,5.1765,5.1752,0.5518,3.2153,7.0797,129.0,0
14910,IPCA,2022-10-20,N,5.1068,5.1078,0.614,3.1536,7.035,63.0,1
14911,IPCA,2022-10-20,S,5.1165,5.1121,0.6042,3.2221,7.0847,63.0,1
14912,IPCA,2022-10-20,N,5.1373,5.1149,0.545,3.1536,7.035,127.0,0
14913,IPCA,2022-10-20,S,5.1504,5.1557,0.5315,3.2221,7.0847,127.0,0
14914,IPCA,2022-10-21,N,5.0639,5.1034,0.442,3.247,6.6107,99.0,1
14915,IPCA,2022-10-21,S,5.0639,5.0917,0.4356,3.2848,6.6418,99.0,1
14916,IPCA,2022-10-21,N,5.1311,5.1149,0.4938,3.247,6.7573,131.0,0
14917,IPCA,2022-10-21,S,5.1346,5.1321,0.4854,3.2848,6.7261,131.0,0
14918,IPCA,2022-10-24,N,5.0816,5.1147,0.4495,3.2985,6.6107,95.0,1
14919,IPCA,2022-10-24,S,5.0774,5.0969,0.4417,3.3225,6.6503,95.0,1
14920,IPCA,2022-10-24,N,5.1229,5.1182,0.4828,3.2985,6.7573,130.0,0
14921,IPCA,2022-10-24,S,5.1268,5.13,0.4755,3.3225,6.7176,130.0,0
14922,IPCA,2022-10-25,N,5.0909,5.1181,0.4778,3.2985,6.6107,94.0,1
14923,IPCA,2022-10-25,S,5.0857,5.0982,0.4683,3.3243,6.6531,94.0,1
14924,IPCA,2022-10-25,N,5.1387,5.1284,0.4958,3.2985,6.7573,132.0,0
14925,IPCA,2022-10-25,S,5.1405,5.1413,0.4869,3.3243,6.7148,132.0,0
14926,IPCA,2022-10-26,N,5.0952,5.1097,0.4805,3.2985,6.6107,94.0,1
14927,IPCA,2022-10-26,S,5.0872,5.0937,0.4702,3.326,6.656,94.0,1
14928,IPCA,2022-10-26,N,5.136,5.1182,0.4982,3.2985,6.7573,132.0,0
14929,IPCA,2022-10-26,S,5.1363,5.1428,0.4882,3.326,6.7119,132.0,0
14930,IPCA,2022-10-27,N,5.095,5.1147,0.4897,3.2985,6.6107,93.0,1
14931,IPCA,2022-10-27,S,5.0838,5.0916,0.4812,3.3277,6.6588,93.0,1
14932,IPCA,2022-10-27,N,5.1428,5.1301,0.4962,3.2985,6.7573,132.0,0
14933,IPCA,2022-10-27,S,5.1409,5.1561,0.4874,3.3277,6.7091,132.0,0
14934,IPCA,2022-10-28,N,5.2037,5.2407,0.5946,3.2985,7.2151,55.0,1
14935,IPCA,2022-10-28,S,5.1705,5.1589,0.5666,3.3294,7.132,55.0,1
14936,IPCA,2022-10-28,N,5.1536,5.1226,0.5151,3.2985,7.2151,133.0,0
14937,IPCA,2022-10-28,S,5.1406,5.1267,0.5013,3.3294,7.132,133.0,0
14938,IPCA,2022-10-31,N,5.2435,5.2232,0.5416,4.1192,7.2151,50.0,1
14939,IPCA,2022-10-31,S,5.1947,5.1267,0.5083,4.3328,7.1182,50.0,1
14940,IPCA,2022-10-31,N,5.1444,5.1188,0.5152,3.2985,7.2151,130.0,0
14941,IPCA,2022-10-31,S,5.1261,5.1079,0.4979,3.3346,7.1182,130.0,0
14942,IPCA,2022-11-01,N,5.1819,5.2067,0.5756,3.2985,7.2151,47.0,1
14943,IPCA,2022-11-01,S,5.1329,5.0959,0.5415,3.3363,7.1136,47.0,1
14944,IPCA,2022-11-01,N,5.1477,5.1231,0.5161,3.2985,7.2151,130.0,0
14945,IPCA,2022-11-01,S,5.127,5.1099,0.4986,3.3363,7.1136,130.0,0
14946,IPCA,2022-11-03,N,5.197,5.2028,0.5672,3.2985,7.2151,50.0,1
14947,IPCA,2022-11-03,S,5.1534,5.1192,0.5371,3.3397,7.1043,50.0,1
14948,IPCA,2022-11-03,N,5.1444,5.1236,0.4995,3.2985,7.2151,131.0,0
14949,IPCA,2022-11-03,S,5.1202,5.1107,0.4822,3.3397,7.1043,131.0,0
14950,IPCA,2022-11-04,N,5.2113,5.2716,0.5369,3.2985,7.3538,66.0,1
14951,IPCA,2022-11-04,S,5.1621,5.1477,0.5129,3.3414,7.2383,66.0,1
14952,IPCA,2022-11-04,N,5.1603,5.1352,0.5108,3.2985,7.3538,133.0,0
14953,IPCA,2022-11-04,S,5.126,5.1272,0.4964,3.3414,7.2383,133.0,0
14954,IPCA,2022-11-07,N,5.2018,5.3056,0.5478,3.2985,7.3538,59.0,1
14955,IPCA,2022-11-07,S,5.1534,5.215,0.5293,3.3466,7.2245,59.0,1
14956,IPCA,2022-11-07,N,5.1633,5.1409,0.5075,3.2985,7.3538,134.0,0
14957,IPCA,2022-11-07,S,5.1225,5.1227,0.4932,3.3466,7.2245,134.0,0
14958,IPCA,2022-11-08,N,5.1994,5.2718,0.5457,3.2985,7.3538,61.0,1
14959,IPCA,2022-11-08,S,5.1489,5.1433,0.5293,3.3483,7.2199,61.0,1
14960,IPCA,2022-11-08,N,5.1616,5.1409,0.5084,3.2985,7.3538,134.0,0
14961,IPCA,2022-11-08,S,5.1171,5.1228,0.4946,3.3483,7.2199,134.0,0
14962,IPCA,2022-11-09,N,5.1947,5.2354,0.5497,3.2985,7.3538,60.0,1
14963,IPCA,2022-11-09,S,5.1337,5.1298,0.5291,3.35,7.2152,60.0,1
14964,IPCA,2022-11-09,N,5.1626,5.1406,0.5085,3.2985,7.3538,134.0,0
14965,IPCA,2022-11-09,S,5.1148,5.1222,0.4942,3.35,7.2152,134.0,0
14966,IPCA,2022-11-10,N,5.1097,5.1289,0.5081,3.35,7.2152,61.0,1
14967,IPCA,2022-11-10,S,5.1083,5.1234,0.5077,3.3536,7.2204,61.0,1
14968,IPCA,2022-11-10,N,5.1174,5.1253,0.4881,3.35,7.2152,135.0,0
14969,IPCA,2022-11-10,S,5.1161,5.1203,0.4865,3.3536,7.2204,135.0,0
14970,IPCA,2022-11-11,N,5.172,5.1561,0.5086,3.35,7.0887,58.0,1
14971,IPCA,2022-11-11,S,5.1666,5.1442,0.5078,3.3571,7.0931,58.0,1
14972,IPCA,2022-11-11,N,5.1526,5.1564,0.4913,3.35,7.0887,135.0,0
14973,IPCA,2022-11-11,S,5.1482,5.1459,0.488,3.3571,7.0931,135.0,0
14974,IPCA,2022-11-14,N,5.2009,5.2042,0.4626,4.2063,7.0887,58.0,1
14975,IPCA,2022-11-14,S,5.1853,5.1826,0.463,4.1777,7.0997,58.0,1
14976,IPCA,2022-11-14,N,5.141,5.1569,0.4767,3.35,7.0887,133.0,0
14977,IPCA,2022-11-14,S,5.1308,5.167,0.47,3.3678,7.0997,133.0,0
14978,IPCA,2022-11-16,N,5.2017,5.2201,0.4487,4.2063,7.0887,62.0,1
14979,IPCA,2022-11-16,S,5.176,5.1923,0.4507,4.1662,7.1041,62.0,1
14980,IPCA,2022-11-16,N,5.1522,5.1886,0.4689,3.35,7.0887,134.0,0
14981,IPCA,2022-11-16,S,5.136,5.1745,0.4597,3.3749,7.1041,134.0,0
14982,IPCA,2022-11-17,N,5.2295,5.2302,0.4672,4.2063,7.0887,63.0,1
14983,IPCA,2022-11-17,S,5.197,5.2013,0.4665,4.1605,7.1063,63.0,1
14984,IPCA,2022-11-17,N,5.1748,5.1675,0.4751,3.35,7.0887,131.0,0
14985,IPCA,2022-11-17,S,5.1533,5.1675,0.4631,3.3785,7.1063,131.0,0
14986,IPCA,2022-11-18,N,5.3403,5.3241,0.4863,3.5046,7.1308,108.0,1
14987,IPCA,2022-11-18,S,5.2954,5.2618,0.4749,3.5207,7.1474,108.0,1
14988,IPCA,2022-11-18,N,5.3385,5.3244,0.4609,3.5046,7.1308,133.0,0
14989,IPCA,2022-11-18,S,5.2975,5.2638,0.4486,3.5207,7.1474,133.0,0
14990,IPCA,2022-11-21,N,5.3724,5.355,0.465,3.5046,7.1308,103.0,1
14991,IPCA,2022-11-21,S,5.3104,5.2864,0.4487,3.526,7.1529,103.0,1
14992,IPCA,2022-11-21,N,5.3511,5.3405,0.4592,3.5046,7.1308,130.0,0
14993,IPCA,2022-11-21,S,5.2941,5.2833,0.444,3.526,7.1529,130.0,0
14994,IPCA,2022-11-22,N,5.3799,5.3551,0.4633,3.5046,7.1308,102.0,1
14995,IPCA,2022-11-22,S,5.3138,5.2841,0.4446,3.5278,7.1547,102.0,1
14996,IPCA,2022-11-22,N,5.3529,5.3405,0.4604,3.5046,7.1308,130.0,0
14997,IPCA,2022-11-22,S,5.2907,5.28,0.4437,3.5278,7.1547,130.0,0
14998,IPCA,2022-11-23,N,5.3997,5.3551,0.4813,3.5046,7.1308,101.0,1
14999,IPCA,2022-11-23,S,5.33,5.2822,0.4603,3.5296,7.1566,101.0,1
15000,IPCA,2022-11-23,N,5.364,5.3463,0.4706,3.5046,7.1308,131.0,0
15001,IPCA,2022-11-23,S,5.2958,5.2785,0.4542,3.5296,7.1566,131.0,0
15002,IPCA,2022-11-24,N,5.4057,5.3639,0.4857,3.5046,7.1308,99.0,1
15003,IPCA,2022-11-24,S,5.3236,5.2785,0.4714,3.5313,7.1584,99.0,1
15004,IPCA,2022-11-24,N,5.3744,5.3507,0.4611,3.5046,7.1308,132.0,0
15005,IPCA,2022-11-24,S,5.299,5.2743,0.4467,3.5313,7.1584,132.0,0
15006,IPCA,2022-11-25,N,5.4101,5.323,0.578,4.4365,7.3869,44.0,1
15007,IPCA,2022-11-25,S,5.3131,5.2453,0.5883,4.224,7.2516,44.0,1
15008,IPCA,2022-11-25,N,5.3716,5.3344,0.4787,3.5046,7.3869,132.0,0
15009,IPCA,2022-11-25,S,5.2879,5.269,0.4649,3.5331,7.2516,132.0,0
15010,IPCA,2022-11-28,N,5.419,5.3028,0.5688,4.4365,7.3869,43.0,1
15011,IPCA,2022-11-28,S,5.2954,5.1865,0.5874,4.1768,7.2262,43.0,1
15012,IPCA,2022-11-28,N,5.3723,5.3344,0.4756,3.5046,7.3869,134.0,0
15013,IPCA,2022-11-28,S,5.2708,5.2396,0.4609,3.5385,7.2262,134.0,0
15014,IPCA,2022-11-29,N,5.4148,5.2425,0.5579,4.4365,7.3869,45.0,1
15015,IPCA,2022-11-29,S,5.2818,5.1415,0.5792,4.1611,7.2177,45.0,1
15016,IPCA,2022-11-29,N,5.3723,5.3344,0.4758,3.5046,7.3869,134.0,0
15017,IPCA,2022-11-29,S,5.2653,5.2369,0.4611,3.5402,7.2177,134.0,0
15018,IPCA,2022-11-30,N,5.349,5.2414,0.5856,3.5046,7.3869,48.0,1
15019,IPCA,2022-11-30,S,5.206,5.1283,0.5879,3.542,7.2093,48.0,1
15020,IPCA,2022-11-30,N,5.3729,5.3344,0.4716,3.5046,7.3869,134.0,0
15021,IPCA,2022-11-30,S,5.2593,5.2349,0.4576,3.542,7.2093,134.0,0
15022,IPCA,2022-12-01,N,5.3489,5.2379,0.5873,3.5046,7.3869,45.0,1
15023,IPCA,2022-12-01,S,5.2038,5.1076,0.5807,3.5438,7.2008,45.0,1
15024,IPCA,2022-12-01,N,5.3717,5.3342,0.4684,3.5046,7.3869,134.0,0
15025,IPCA,2022-12-01,S,5.2515,5.2133,0.4562,3.5438,7.2008,134.0,0
15026,IPCA,2022-12-02,N,5.3926,5.434,0.4257,3.5046,6.3139,96.0,1
15027,IPCA,2022-12-02,S,5.2538,5.3024,0.4123,3.5456,6.2004,96.0,1
15028,IPCA,2022-12-02,N,5.3846,5.397,0.4648,3.5046,7.3869,136.0,0
15029,IPCA,2022-12-02,S,5.2516,5.282,0.4602,3.5456,7.1924,136.0,0
15030,IPCA,2022-12-05,N,5.4,5.439,0.4272,3.5046,6.3139,93.0,1
15031,IPCA,2022-12-05,S,5.2468,5.2923,0.4097,3.5509,6.1984,93.0,1
15032,IPCA,2022-12-05,N,5.3876,5.4271,0.4644,3.5046,7.3869,136.0,0
15033,IPCA,2022-12-05,S,5.2375,5.2709,0.4621,3.5509,7.167,136.0,0
15034,IPCA,2022-12-06,N,5.384,5.4271,0.4292,3.5046,6.3139,96.0,1
15035,IPCA,2022-12-06,S,5.2271,5.2689,0.4104,3.5527,6.1978,96.0,1
15036,IPCA,2022-12-06,N,5.3841,5.4167,0.4643,3.5046,7.3869,138.0,0
15037,IPCA,2022-12-06,S,5.2274,5.266,0.4628,3.5527,7.1586,138.0,0
15038,IPCA,2022-12-07,N,5.373,5.3874,0.4523,3.1955,6.3139,97.0,1
15039,IPCA,2022-12-07,S,5.2094,5.2296,0.4336,3.2452,6.1971,97.0,1
15040,IPCA,2022-12-07,N,5.3772,5.3867,0.4724,3.1955,7.3869,138.0,0
15041,IPCA,2022-12-07,S,5.215,5.2448,0.4708,3.2452,7.1501,138.0,0
15042,IPCA,2022-12-08,N,5.3793,5.4169,0.4448,3.4014,6.3139,96.0,1
15043,IPCA,2022-12-08,S,5.2046,5.2404,0.4394,3.247,6.1965,96.0,1
15044,IPCA,2022-12-08,N,5.3762,5.381,0.4637,3.4014,7.3869,138.0,0
15045,IPCA,2022-12-08,S,5.2075,5.2233,0.466,3.247,7.1417,138.0,0
15046,IPCA,2022-12-09,N,5.1059,5.0788,0.5964,3.247,6.7488,38.0,1
15047,IPCA,2022-12-09,S,5.1064,5.0766,0.5957,3.2518,6.7529,38.0,1
15048,IPCA,2022-12-09,N,5.2073,5.2404,0.4683,3.247,6.7488,138.0,0
15049,IPCA,2022-12-09,S,5.2052,5.2358,0.4672,3.2518,6.7529,138.0,0
15050,IPCA,2022-12-12,N,5.1053,5.0839,0.6055,3.2985,6.7488,42.0,1
15051,IPCA,2022-12-12,S,5.1073,5.0786,0.6022,3.3114,6.7652,42.0,1
15052,IPCA,2022-12-12,N,5.2138,5.2508,0.4608,3.2985,6.7488,138.0,0
15053,IPCA,2022-12-12,S,5.2063,5.2352,0.4568,3.3114,6.7652,138.0,0
15054,IPCA,2022-12-13,N,5.1007,5.1308,0.6144,3.2985,6.7488,42.0,1
15055,IPCA,2022-12-13,S,5.101,5.1202,0.6116,3.3146,6.7693,42.0,1
15056,IPCA,2022-12-13,N,5.2136,5.25,0.4588,3.2985,6.7488,139.0,0
15057,IPCA,2022-12-13,S,5.204,5.2287,0.4543,3.3146,6.7693,139.0,0
15058,IPCA,2022-12-14,N,5.1198,5.1451,0.6077,3.2985,6.7488,44.0,1
15059,IPCA,2022-12-14,S,5.1186,5.1352,0.6043,3.3179,6.7734,44.0,1
15060,IPCA,2022-12-14,N,5.2143,5.25,0.4603,3.2985,6.7488,139.0,0
15061,IPCA,2022-12-14,S,5.2026,5.2241,0.4549,3.3179,6.7734,139.0,0
15062,IPCA,2022-12-15,N,5.1317,5.1466,0.5832,3.2985,6.7488,47.0,1
15063,IPCA,2022-12-15,S,5.1326,5.1315,0.577,3.3211,6.7775,47.0,1
15064,IPCA,2022-12-15,N,5.2131,5.25,0.4623,3.2985,6.7488,139.0,0
15065,IPCA,2022-12-15,S,5.2009,5.2196,0.455,3.3211,6.7775,139.0,0
15066,IPCA,2022-12-16,N,5.103,5.1412,0.5718,3.2985,6.9079,50.0,1
15067,IPCA,2022-12-16,S,5.1098,5.1336,0.567,3.3243,6.9189,50.0,1
15068,IPCA,2022-12-16,N,5.2258,5.2611,0.46,3.2985,6.9079,139.0,0
15069,IPCA,2022-12-16,S,5.2159,5.2456,0.4527,3.3243,6.9189,139.0,0
15070,IPCA,2022-12-19,N,5.165,5.1982,0.5609,3.2985,6.9079,53.0,1
15071,IPCA,2022-12-19,S,5.1689,5.1713,0.5565,3.334,6.923,53.0,1
15072,IPCA,2022-12-19,N,5.2322,5.2933,0.4671,3.2985,6.9079,135.0,0
15073,IPCA,2022-12-19,S,5.2201,5.2831,0.459,3.334,6.923,135.0,0
15074,IPCA,2022-12-20,N,5.1846,5.2341,0.554,3.3501,6.9079,52.0,1
15075,IPCA,2022-12-20,S,5.1893,5.1905,0.5472,3.3694,6.9244,52.0,1
15076,IPCA,2022-12-20,N,5.2326,5.3004,0.4669,3.3501,6.9079,135.0,0
15077,IPCA,2022-12-20,S,5.2205,5.2906,0.4582,3.3694,6.9244,135.0,0
15078,IPCA,2022-12-21,N,5.1735,5.1982,0.5553,3.3501,6.9079,51.0,1
15079,IPCA,2022-12-21,S,5.1834,5.1719,0.5462,3.371,6.9258,51.0,1
15080,IPCA,2022-12-21,N,5.2314,5.3004,0.4688,3.3501,6.9079,135.0,0
15081,IPCA,2022-12-21,S,5.2195,5.2875,0.4594,3.371,6.9258,135.0,0
15082,IPCA,2022-12-22,N,5.1682,5.2183,0.5503,3.3501,6.9079,54.0,1
15083,IPCA,2022-12-22,S,5.1764,5.2092,0.5475,3.3726,6.9272,54.0,1
15084,IPCA,2022-12-22,N,5.2395,5.3089,0.4702,3.3501,6.9079,134.0,0
15085,IPCA,2022-12-22,S,5.2305,5.288,0.4602,3.3726,6.9272,134.0,0
15086,IPCA,2022-12-23,N,5.1721,5.2068,0.4787,3.3501,6.8123,89.0,1
15087,IPCA,2022-12-23,S,5.2141,5.2311,0.4784,3.3742,6.8675,89.0,1
15088,IPCA,2022-12-23,N,5.1954,5.2613,0.4738,3.3501,6.8123,135.0,0
15089,IPCA,2022-12-23,S,5.2201,5.2673,0.4715,3.3742,6.8675,135.0,0
15090,IPCA,2022-12-26,N,5.1742,5.2513,0.4873,3.3501,6.8123,91.0,1
15091,IPCA,2022-12-26,S,5.229,5.2521,0.4867,3.3791,6.8785,91.0,1
15092,IPCA,2022-12-26,N,5.1936,5.2603,0.4693,3.3501,6.8123,134.0,0
15093,IPCA,2022-12-26,S,5.2283,5.2597,0.4688,3.3791,6.8785,134.0,0
15094,IPCA,2022-12-27,N,5.1992,5.2303,0.4506,4.2905,6.8123,90.0,1
15095,IPCA,2022-12-27,S,5.2588,5.2483,0.4508,4.242,6.8822,90.0,1
15096,IPCA,2022-12-27,N,5.1971,5.2592,0.4699,3.3501,6.8123,135.0,0
15097,IPCA,2022-12-27,S,5.2346,5.2532,0.4696,3.3807,6.8822,135.0,0
15098,IPCA,2022-12-28,N,5.2212,5.2603,0.464,4.2905,6.8123,92.0,1
15099,IPCA,2022-12-28,S,5.28,5.2723,0.4604,4.2394,6.8859,92.0,1
15100,IPCA,2022-12-28,N,5.2151,5.2676,0.4858,3.3501,6.8123,135.0,0
15101,IPCA,2022-12-28,S,5.2546,5.2749,0.4829,3.3823,6.8859,135.0,0
15102,IPCA,2022-12-29,N,5.2748,5.2802,0.4479,4.2905,6.8123,91.0,1
15103,IPCA,2022-12-29,S,5.3393,5.3215,0.4331,4.3995,6.8896,91.0,1
15104,IPCA,2022-12-29,N,5.2494,5.2865,0.4741,3.3501,6.8123,134.0,0
15105,IPCA,2022-12-29,S,5.2935,5.2883,0.4654,3.3839,6.8896,134.0,0
15106,IPCA,2022-12-30,N,5.4247,5.388,0.4635,4.2905,6.8123,35.0,1
15107,IPCA,2022-12-30,S,5.4647,5.4651,0.4631,4.4046,6.8932,35.0,1
15108,IPCA,2022-12-30,N,5.2599,5.2933,0.4655,3.3501,6.8123,133.0,0
15109,IPCA,2022-12-30,S,5.3103,5.3004,0.453,3.3855,6.8932,133.0,0
15110,IPCA,2023-01-02,N,5.457,5.3988,0.4573,4.3535,6.8123,39.0,1
15111,IPCA,2023-01-02,S,5.5063,5.5037,0.4659,4.4834,6.9043,39.0,1
15112,IPCA,2023-01-02,N,5.2568,5.2931,0.468,3.3501,6.8123,130.0,0
15113,IPCA,2023-01-02,S,5.3168,5.3053,0.4555,3.3903,6.9043,130.0,0
15114,IPCA,2023-01-03,N,5.4185,5.3925,0.5195,4.3348,6.8123,42.0,1
15115,IPCA,2023-01-03,S,5.4711,5.4809,0.5152,4.4886,6.908,42.0,1
15116,IPCA,2023-01-03,N,5.2575,5.2928,0.4678,3.3501,6.8123,131.0,0
15117,IPCA,2023-01-03,S,5.3182,5.3009,0.4543,3.392,6.908,131.0,0
15118,IPCA,2023-01-04,N,5.3629,5.3819,0.525,4.3348,6.8123,36.0,1
